url,publisher,title,body,authors,topics,publishing_date,event_label,event_type,is_control,topic_id,topic_label
https://www.voanews.com/a/black-boxes-seized-after-technical-failure-on-boeing-made-latam-plane-/7523986.html,Voice Of America,Black Boxes Seized After 'Technical' Failure on Boeing-made LATAM Plane ,"New Zealand investigators Tuesday seized the flight recorders from a Boeing-made LATAM plane, searching for the cause of a mid-air plunge that injured dozens of terrified travelers.

The Boeing 787 Dreamliner was en route from Sydney to Auckland Monday evening when it lurched earthward without warning, slinging some unrestrained passengers out of their seats and smashing others into the cabin ceiling.

""Everyone started screaming, crying,"" said Australian receptionist Ellie Addison, one of 263 passengers aboard flight LA800.

""People were launched out of their seats, there was blood pouring from people's faces.""

It is the latest in a string of headline-grabbing safety incidents to trouble U.S. plane maker Boeing.

Both Boeing and Chile-based LATAM Airlines have promised to cooperate with authorities to pinpoint the cause of the unspecified ""technical event.""

Confusion has clouded early investigations, with both Chilean and New Zealand safety watchdogs suggesting the other nation was taking the lead.

New Zealand accident investigators said Tuesday they had started gathering evidence, ""including seizing the cockpit voice and flight data recorders"".

But, a spokesman added, ""it is Chile's investigation.""

Sales administrator Veronica Martinez said it felt like the plane had stopped mid-air, and then ""we just plunged"".

""People were flying, babies fell, it was horrible, lots of people were injured,"" she told AFP.

Emergency crews raced to Auckland Airport to meet the incoming flight, dispatching more than a dozen ambulances and other medical vehicles.

Support worker Gabriel Felipe de Oliveira Adaime said the flight was ""traumatizing"", while fellow passenger Agustin Ramonda said it was ""one of the worst three seconds of my life"".

Paramedics said they treated about 50 patients. Four people remained in hospital as of Tuesday morning, Health officials told AFP.

The flight arrived on time, LATAM said in a statement.

'Black swan event'

Passenger Brian Jokat said he spoke to one of the pilots after the plane touched down.

""I asked him 'what happened?' and he said to me 'I lost my instrumentation briefly and then it just came back all of a sudden',"" the passenger told national broadcaster Radio New Zealand.

Air accident safety investigator Joe Hattley told AFP that technical problems were rare in modern aircraft.

""That flight record will be key to understanding this event,"" said Hattley, who also teaches at the University of New South Wales in Australia.

""It will tell investigators if it was an atmospheric event or a technical problem with the aircraft.""

Ashok Poduval, a commercial airline pilot for 15 years and now chief executive of the Massey University School of Aviation, said the incident appeared to be an ultra-rare ""black swan event.""

""A malfunction of the autopilot or unexpected clear-air turbulence are some of the possibilities that could cause an upset of this nature,"" he said.

Data from airline tracker FlightAware showed the plane began losing altitude about two hours into the three-hour flight. But it was unclear if this was part of its descent into Auckland.

Safety issues

U.S. manufacturer Boeing said it ""stands ready to support the investigation-related activities as requested.""

The aircraft maker has suffered a series of safety issues in recent years, including the fatal Lion Air and Ethiopian Airlines crashes of 737 MAX planes in 2018 and 2019 that killed more than 350 people.

The manufacturer is still reeling from a near-catastrophic incident in January when a fuselage panel on a Boeing 737 MAX 9 Alaska Airlines jet blew off mid-flight in the United States.

Last week, a Boeing 777 jetliner bound for Japan had to make an emergency landing shortly after takeoff from San Francisco when a wheel fell off and plunged into an airport parking lot, damaging several cars.

U.S. regulators earlier this month gave Boeing 90 days to come up with a plan addressing quality control issues, with the Federal Aviation Administration chief saying the company must ""commit to real and profound improvements.""

Boeing's share price has dropped 25% since the start of the year.

Upstream Aviation consultant Tim Collins said Boeing has had some production issues, ""but generally most aircraft are good and reliable.""

He said Boeing made up about 50% of the global jet fleet.

""While some people might think twice about Boeing's reputation, the same would happen if an Airbus crashed tomorrow.""",Agence France-Presse,East Asia,2024-03-12,CONTROL_International_Womens_Strike_2017_2024,single,True,0,"In, The, To"
https://www.voanews.com/a/israel-strikes-lebanon-in-response-to-rocket-barrage-/7523981.html,Voice Of America,Israel Strikes Lebanon in Response to Rocket Barrage ,"The Israeli military said Tuesday it carried out airstrikes to destroy three launchers that were used to send part of a barrage of 100 rockets fired from Lebanon toward the Israel-occupied Golan Heights.

The cross-border violence was the latest round in consistent fighting that has raised international concerns about the spread of the Israel-Hamas war in the Gaza Strip to other parts of the region.

Israel also reported Tuesday carrying out new airstrikes in the Khan Younis area of southern Gaza as it pushes forward with its campaign to eliminate the Hamas militant group.

As the United Nations warns of an accelerating food crisis in Gaza, a ship loaded with 200 tons of aid departed Cyprus on Tuesday on its way to bring relief by sea.

The project is a collaboration among the United Arab Emirates, the Spanish charity Proactiva Open Arms and the aid group World Central Kitchen.

The effort includes building a jetty at the Gaza coast and would represent a new approach to bringing aid to Gaza where truck deliveries have been limited by the fighting and Israeli inspections.

World Central Kitchen founder Jose Andres said on X that the ship was on its way, and that while the effort could fail, “the biggest failure will be not trying.”

“We could bring millions of meals a day,” Andres said. “The people of the north will be fed!”

A separate U.S. military mission is heading to the Mediterranean Sea to start construction of a temporary pier on the Gaza coastline to provide passage for more truckloads of humanitarian aid to famished Palestinians. Officials, however, said it could be two months before the facility is built and operating.

The eventual plan is for more food and medical supplies to be dispatched to the temporary pier in Gaza from Cyprus after Israeli forces inspect the cargo to make sure no weaponry is included for Hamas militants.

The temporary pier is needed because Gaza has no port infrastructure and has been under an Israeli navy blockade since 2007, when Hamas took control of the enclave. There have been few direct sea arrivals since then.

Israel said Monday that an airstrike in Gaza over the weekend targeted a senior Hamas military leader, but it was still trying to determine whether he had been killed.

The strike on the presumed hideout of Marwan Issa took place ""between Saturday and Sunday,” Israeli military spokesperson Rear Admiral Daniel Hagari told a news briefing Monday.

He said the compound in central Gaza was used by two senior members of Hamas, including Issa, who Israel accuses of being one of the key planners behind Hamas’ October 7 terror attack on Israel.

Issa is second in command of Hamas' military wing, the Ezzedine al-Qassam Brigades.

""We are still examining the results of the strike, and final confirmation has yet to be received,"" Hagari said.

Israel began its military campaign to wipe out Hamas after the group’s October 7 terror attack on Israel that killed about 1,200 people according to Israeli tallies and led to the capture of about 250 hostages. Gaza health officials say Israel’s offensive has killed more than 31,000 people and injured 72,700 others.",VOA News,"Middle East, Gaza, palestinians, Israel, Lebanon",2024-03-12,CONTROL_International_Womens_Strike_2017_2024,single,True,0,"In, The, To"
https://www.voanews.com/a/internet-personality-tate-brought-to-romanian-court-on-uk-arrest-warrant/7523935.html,Voice Of America,Internet Personality Tate Brought to Romanian Court on UK Arrest Warrant,"Internet personality Andrew Tate was arrested for 24 hours in Romania on a British warrant, his PR representative said on Tuesday, and the Bucharest Court of Appeals was set to decide on whether to extradite him.

Tate and his brother Tristan were detained on allegations of sexual aggression dating back to 2012-15, which they ""categorically"" deny, his PR team said. The warrant was issued by Westminster Magistrates Court.

""Brothers Andrew and Tristan Tate were forcibly detained for 24 hours and handed a European arrest warrant by UK authorities. The charges, dating back to 2012-2015, include allegations of sexual aggression,"" Andrew Tate's PR representative said in a statement. ""The Bucharest Court of Appeal is slated to make a pivotal decision today on whether to execute the mandate.""

The court had yet to decide when it will convene to address the warrant. It was not immediately available for comment.

Tate, who gained millions of fans by promoting an ultra-masculine lifestyle, was indicted in June in Romania along with his brother and two Romanian women for human trafficking, rape and forming a criminal gang to sexually exploit women. They have denied the charges.

The case has since been with the Bucharest court's preliminary chamber, which needs to decide whether the trial can start. A decision has yet to be made, with Romanian courts backlogged.

The Bucharest Court was also set to rule on Friday whether to maintain a seizure of Tate's assets enforced by Romanian prosecutors at the start of 2023.

The Tate brothers were held in police custody pending the criminal investigation from late December 2022 until April, to prevent them from fleeing the country or tampering with evidence. They were placed under house arrest until August.

They have since been under judicial control, a lighter preventative measure meaning they have regular check-ins with the police but can move around freely except for leaving the country.",Reuters,"Europe, Romania, human trafficking, United Kingdom, Andrew Tate, Tristan Tate, sexual aggression",2024-03-12,CONTROL_International_Womens_Strike_2017_2024,single,True,0,"In, The, To"
https://www.voanews.com/a/us-delegation-leaves-saudi-arabia-early-over-kippah-row/7523949.html,Voice Of America,US Delegation Leaves Saudi Arabia Early Over Kippah Row,"A U.S. delegation on religious freedom said Monday it cut short its visit to Saudi Arabia after one of its members was asked to remove his Jewish head covering, or kippah.

The United States Commission on International Religious Freedom (USCIRF) said its delegation was near Riyadh visiting Diriyah, a historic town that is a UNESCO World Heritage Site, when the commission's chair, the Orthodox Rabbi Abraham Cooper, ""refused their requests that he remove his religious head covering.""

""No one should be denied access to a heritage site, especially one intended to highlight unity and progress, simply for existing as a Jew,"" Cooper said in a statement.

The USCIRF said Cooper and its vice chair Reverend Frederick Davie were invited to tour the site last Tuesday as part of their official visit when, after several delays to the tour, officials requested that Cooper remove his kippah ""while at the site and anytime he was to be in public, even though the Saudi Ministry of Foreign Affairs had approved the site visit.""

Saudi Arabia ""is in the midst of encouraging change under its 2030 Vision,"" Cooper noted. ""However, especially in a time of raging anti-Semitism, being asked to remove my kippah made it impossible for us from USCIRF to continue our visit.""

The USCIRF said it was particularly regrettable it happened to the representative of ""an American government agency that promotes religious freedom.""

The commission is a U.S. government advisory body mandated by Congress.

Davie, the USCIRF vice chair, described the incident as ""stunning and painful,"" adding: ""It directly contradicted not only the government's official narrative of change but also genuine signs of greater religious freedom in the Kingdom that we observed firsthand.""

The Saudi embassy in Washington did not immediately respond to AFP request for comment.

The incident comes against a backdrop of tensions between Saudi Arabia and U.S. ally Israel over the war in Gaza, and US efforts to promote normalization of ties between the two states once the conflict is over.",Agence France-Presse,"Middle East, USA, Saudi Arabia, United States, Rabbi Abraham Cooper, United States Commission on International Religious Freedom",2024-03-12,CONTROL_International_Womens_Strike_2017_2024,single,True,0,"In, The, To"
https://www.voanews.com/a/reports-south-korean-held-in-russia-for-spying-was-a-missionary/7523869.html,Voice Of America,Reports: South Korean Held in Russia for Spying was a Missionary,"A South Korean citizen arrested in Russia on suspicion of espionage was a missionary who supported North Korean laborers based in Russia's Far East, South Korean media reports said on Tuesday.

The man, named as Baek Won-soon, was transferred from Vladivostok to Moscow and is accused of handing over classified information to foreign intelligence agencies, Russian state news agency Tass reported.

Baek, 53, was described as a ""deeply religious"" person who was also registered as the founder of a travel company based in Vladivostok, according to Tass.

It was the first time a South Korean has been detained in Russia for alleged espionage, Tass said.

South Korean television network JTBC said Baek had travelled to Vladivostok from China earlier this year to carry out missionary work for North Korean workers in Russia, citing an unidentified acquaintance.

He was also involved in helping North Koreans to defect, Yonhap news agency quoted an unnamed acquaintance as saying.

South Korea's foreign ministry said its consulate had been providing assistance since it became aware of the arrest. It declined to give more details as the matter was currently under investigation.

The South Korean government is communicating with Russia for the safe return of its national, a foreign ministry spokesperson told reporters on Tuesday.

U.S. and South Korean officials have raised concerns that Russia has accepted new groups of North Korean workers in defiance of a U.N. resolution amid a blossoming of ties between Moscow and Pyongyang.

A 2017 U.N. Security Council resolution required countries to expel North Korean workers by 2019 on the grounds that their labor was exploited to earn foreign currency for North Korea's banned nuclear and ballistic missile programs. But thousands reportedly remain in China and Russia.

North Korean construction workers and loggers still remain in Russia, holding student or tourism visas there, a South Korean government report said last year.

Ties between Russia and South Korea have been increasingly strained by Moscow's growing relations with North Korea amid allegations that Pyongyang has supplied munitions for the war in Ukraine.

South Korea, a U.S. ally, has denounced Russia's invasion and supplied economic and humanitarian aid to Kyiv, but has so far stopped short of sending weapons.

Since the Ukraine war, South Korea has had a special travel advisory urging its citizens not to travel to Russia.",Reuters,"East Asia, Europe, South Korea, russia, espionage, North Korea",2024-03-12,CONTROL_International_Womens_Strike_2017_2024,single,True,0,"In, The, To"
https://www.voanews.com/a/guyana-says-haitian-prime-minister-resigns/7523836.html,Voice Of America,Guyana says Haitian Prime Minister Resigns,"President Irfaan Ali of Guyana says Prime Minister Ariel Henry of Haiti has resigned.

Ali made the announcement late Monday in the Jamaican capital of Kingston, where leaders of the regional body Caribbean Community, or CARICOM, have been meeting to discuss the crisis in Haiti. Ali said Henry will step aside to allow for the establishment of a transitional authority.

Henry’s reported resignation comes a week after his plane was forced to land in the U.S. Caribbean territory of Puerto Rico when it was denied entry into the Dominican Republic, which shares the island of Hispaniola with Haiti.

Henry departed Haiti the week before on a mission to the South American nation of Guyana and the east African nation of Kenya to gain support for the deployment of a multinational United Nations peacekeeping force to Haiti, which has been plagued by brutal and uncontrolled gang violence in the capital, Port-au-Prince, and beyond.

The gangs used Henry’s absence to attack the National Penitentiary and another prison in Port-au-Prince, killing several people and allowing thousands of inmates to escape into the city. Gangs also staged shooting attacks on Haiti’s main airport.

Jimmy “Barbecue” Cherizier, the leader of an alliance of gangs that staged last week’s attacks, told reporters Tuesday that the gangs would not allow Henry to return to Haiti and urged him to resign.

The government has declared a state of emergency and a nighttime curfew.

During the conference with regional leaders in Jamaica Monday, U.S. Secretary of State Antony Blinken announced that Washington would contribute an extra $100 million to support the U.N.-backed security force in Haiti , along with another $33 million in humanitarian aid.

Henry, a neurosurgeon by profession, has served as acting prime minister since the 2021 assassination of President Jovenel Moise plunged the Caribbean nation into chaos. He was scheduled to step down in February, but delayed elections due the worsening security situation and a political stalemate with opposition forces.",VOA News,"Americas, Haiti, Guyana, ariel henry, Kenya, haiti violence",2024-03-12,CONTROL_International_Womens_Strike_2017_2024,single,True,0,"In, The, To"
https://www.voanews.com/a/russia-says-ukrainian-drone-attack-hit-fuel-facility/7523840.html,Voice Of America,Russia Says Ukrainian Drone Attack Hit Fuel Facility,"Russian officials reported Ukrainian drone attacks Tuesday targeting Moscow and several regions of western Russia.

Andrey Klychov, the regional governor of Oryol, said a drone crashed at a fuel facility, causing a fire but no casualties.

A Ukrainian drone also attacked the Belgorod region, which borders Ukraine, leaving some people without power, according to the regional governor.

Moscow Mayor Sergei Sobyanin said Russian air defenses destroyed a drone that was flying toward the Russian capital. He reported no damage or injuries from falling debris.

Officials in the Tula and Kursk regions also reported Ukrainian drones being destroyed in those areas Tuesday.

In Ukraine, authorities issued air alerts in multiple regions overnight.",VOA News,"Europe, Ukraine, Russian invasion of Ukraine, russia, ukraine",2024-03-12,CONTROL_International_Womens_Strike_2017_2024,single,True,1,"De, En, La"
https://www.voanews.com/a/former-us-official-s-work-for-chinese-client-stirs-concern-over-disclosure-loopholes/7523818.html,Voice Of America,Former US Official's Work for Chinese Client Stirs Concern Over Disclosure Loopholes,"When a Chinese drone company came under U.S. government scrutiny over its alleged ties to China's military, the company turned to one of America's pre-eminent lawyers: Loretta Lynch, a former attorney general in the Obama administration.

Lynch, who ran the U.S. Department of Justice from 2015 to 2017 and is now a partner at the Paul, Weiss law firm, wrote a letter to a senior Defense Department official last July on behalf of SZ DJI Technology Co Ltd, asking that her client be removed from a list of Chinese military companies.

Advocating for foreign clients is legal and U.S. law includes a public disclosure exemption for lawyers.

But the letter, seen by Reuters, is an example of what transparency advocates and some members of Congress - dozens of whom have supported bills to change rules - say are gaps in the law that allow lawyers and lobbyists, including former officials, to avoid disclosing their advocacy for companies possibly subject to U.S. sanctions.

The Paul, Weiss law firm declined to comment on the letter, and Lynch did not respond to Reuters emails. DJI also declined to comment, but it has said previously that it is not a military company and that it was prepared to formally challenge its inclusion on the list.

The Foreign Agents Registration Act (FARA), a decades-old law requiring public disclosure of work done on behalf of non-U.S. entities, includes a list of exemptions, including for commercial activities and legal representation.

The work by the onetime top U.S. law enforcement officer on behalf of a company the Department of Defense says poses ""threats to national security"" comes as U.S. agencies warn about companies with links to China's Communist Party and as lawmakers push to tighten FARA's disclosure requirements.

The U.S. Treasury and Commerce departments say DJI supported biometric surveillance and tracking of Muslim Uyghur minorities in China.

The Defense Department did not respond to a request for comment on Lynch's letter. DJI remained on the Pentagon list when it was updated in late January.

The Justice Department also declined comment on the letter and broader FARA enforcement.

Almost a dozen critics of FARA told Reuters the law's loopholes have allowed less transparency for other companies with alleged ties to China's military, including surveillance technology firm Hikvision and biotech firm WuXi AppTec.

Jim Risch, the top Republican on the Senate Foreign Relations Committee, says reforms to the law are needed, given the blurry lines between many Chinese companies and the Chinese government, and to keep former members of the U.S. government from effectively lobbying on their behalf.

""It is appalling that former senior U.S. officials use their connections to serve the interests of U.S. adversaries,"" Risch said.

However, the American Civil Liberties Union and others assert that broadening disclosure requirements could act as a barrier to legally protected free speech.

In 2022 the ACLU and 13 other groups wrote to the Justice Department about their concerns, cautioning that problems with the law could ""enable selective enforcement for bad faith or malicious reasons.""

Others argue that stricter FARA rules on disclosure could give authoritarian countries like Russia and China cover for their own stifling of free speech.

Jonathan Turley, a George Washington University law school professor, said some countries, such as Russia, label citizens and reporters as foreign agents to limit their activities.

""I do have concerns over some past investigations and prosecutions that targeted individuals who appeared to be engaging in First Amendment activities,"" Turley told Reuters.

Requesting a meeting

The Pentagon in 2022 placed DJI on its Chinese Military Companies list, a designation that serves as a warning about the risks of conducting business with those entities.

In her letter to Assistant Secretary of Defense Laura Taylor-Kale on behalf of DJI, Lynch urged the department to promptly remove the drone maker.

""The wide use and dependence on DJI products by a variety of U.S. stakeholders reinforces the importance and urgency of deleting DJI from the list,"" Lynch wrote.

She added that DJI requested ""a meeting to discuss this matter."" Reuters could not establish whether that meeting occurred.

Also signing the letter, labeled ""confidential treatment requested,"" were former Assistant United States Attorney Michael Gertzman and Associate White House Counsel in the Obama administration Roberto Gonzalez – now both partners at Paul, Weiss.

Gertzman and Gonzalez did not respond to requests for comment.

FARA enforcement has intensified in recent years, with the Justice Department prosecuting individuals for their work on behalf of Chinese interests and pushing some law firms to register.

Paul, Weiss attorneys have acknowledged growing enforcement tied to China.

In a 2022 memo to clients about a U.S. court's dismissal of a FARA case against casino magnate Steve Wynn, Lynch, Gonzalez and other Paul, Weiss attorneys wrote: ""The targeting of lobbying on behalf of China by the DOJ is further evidence of the Biden Administration's intention to use all of the legal tools at its disposal in a multi-faceted strategy to counter the perceived threat posed by China.""

Paul, Weiss did not respond to questions about the memo and a White House spokesperson did not immediately respond to a request for comment.

At the Justice Department's request, the Sidley Austin law firm in 2022 retroactively registered its lobbying on behalf of Hikvision, a company the U.S. says has been implicated in human rights violations toward Uyghurs.

Sidley Austin declined to comment on its registration. While the firm had not originally filed under FARA it had disclosed under the Lobbying Disclosure Act, which has less rigorous disclosure requirements, according to the Justice Department.

The Justice Department has called for the repeal of an LDA exemption from FARA filing.

Hikvision did not respond to a request for comment but has previously denied reports that the company is complicit in human rights abuses.

Congressional pressure again has begun to tick up.

On March 5, the House of Representatives select committee on China asked the Justice Department to review trade association Biotechnology Innovation Organization's lobbying on behalf of Chinese biotech firm WuXi AppTec for possible FARA requirements.

BIO told Reuters that its advocacy was fulfilling its duty to let Congress and patients know the impact of potential policies and ""nothing more.""

WuXi AppTec, when asked by Reuters about the House committee's request, said it objected to ""inaccurate assertions and preemptive actions against our company without due process,"" adding it was confident lawmakers would see it as a trusted partner.

Reform is up to Congress

Some experts, including those who have concerns about extending FARA's reach, agree the law is vague and presents particular challenges for attorneys.

David Laufman, a partner at law firm Wiggin and Dana who previously oversaw the Justice Department's FARA enforcement, said while lawyers may not need to register under FARA if they avoid policy discussions with government officials, the only way to know for certain is to seek an opinion from the Justice Department.

""In the meantime, life goes on for attorneys. We have to represent our clients,"" he said.

Reforms to the law would be up to Congress. Several bipartisan bills to close FARA loopholes have been proposed.

One, proposed last year in the House and Senate, could require retroactive FARA registration by anyone who acts as an ""agent for a foreign principal.""",Reuters,"USA, China News, Loretta Lynch, attorney general loretta lynch, department of justice, United States, China, foreign lobbying",2024-03-12,CONTROL_International_Womens_Strike_2017_2024,single,True,0,"In, The, To"
https://www.voanews.com/a/us-intelligence-chiefs-deliver-grim-warning-for-ukraine/7523825.html,Voice Of America,US Intelligence Chiefs Deliver Grim Warning for Ukraine,"The frozen military conflict between Ukraine and Russia is starting to thaw and will likely tilt in Moscow’s favor if the United States fails to quickly come through with additional military aid, according to top U.S. intelligence officials, in a grim assessment delivered to U.S. lawmakers.

Monday’s warning comes nearly a month after the U.S. Senate voted in favor of a stand-alone foreign aid bill that would send $60 billion in aid to Ukraine as it tries to hold on to territorial gains more than two years after Russian forces invaded.

But the lawmakers in the House of Representatives have refused to bring the bill up for a vote, leaving other Western nations scrambling to provide Ukraine with enough weapons and ammunition to hold off a renewed Russian offensive.

The $60 billion “is absolutely critical to Ukraine's defense right now,” Director of National Intelligence Avril Haines told members of the Senate Intelligence Committee.

“Ukraine's retreat from Avdiivka and their struggle to stave off further territorial losses in the past few weeks have exposed the erosion of Ukraine's military capabilities with the declining availability of external military aid,"" she said. “Without that assistance, it is hard to imagine how Ukraine will be able to maintain the extremely hard-fought advances it has made against the Russians.""

The director of the Central Intelligence Agency told lawmakers the war is at a crossroads, and that what happens next likely hinges on the provision of U.S. aid.

""The Ukrainians are not running out of courage and tenacity. They're running out of ammunition,” said the CIA’s William Burns. “And we're running out of time to help them.""

Both Haines and Burns reiterated previous assessments: that up until now, Ukraine’s military has inflicted serious damage on Russia’s forces.

U.S. officials believe at least 315,000 Russian troops have been killed or wounded, and that two-thirds of Russia’s prewar tank inventory has been destroyed. The Russian military, which had been undergoing a modernization program, has been set back years.

Russia’s invasion has also served to galvanize the West, with Sweden and Finland joining the NATO military alliance.

But Haines and Burns told lawmakers that none of those strategic defeats have managed to change the calculus of Russian President Vladimir Putin.

“Putin continues to judge that time is on his side,” Haines said, cautioning that the Russian leader is as entrenched as ever.

""He continues to see NATO enlargement and Western support for Ukraine as reinforcing his long-held belief that the United States and Europe seek to restrict Russian power and undermine him,"" she said, telling lawmakers that Putin’s response has been to push ahead with efforts to grow the Russian military, pouring more money into ammunition production and into the purchase of military supplies from Iran and North Korea.

U.S. intelligence officials also see signs Putin is continuing to move forward with plans to modernize and fortify Russia's nuclear weapons arsenal, already thought to be the largest and most diverse in the world.

And there are signs that Russia is willing to take chances to gain an advantage.

“We remain concerned that Moscow will put at risk long-standing global norms against the use of asymmetric or strategically destabilizing weapons, including in space and in the cyber domain,"" Haines said.

Some lawmakers echoed the concerns, urging colleagues to pass the legislation to get Ukraine the military supplies it needs.

“My fear is the decision thus far by the House of Representatives not to even take up legislation that would support Ukraine in the fight against Putin aggression has been one of the most short-sighted decisions on a national security issue that I can possibly imagine,” said Senate Intelligence Committee Chairman Mark Warner, a Democrat.

“The impact and long-term consequences of us abandoning Ukraine ... it's a 50-year mistake that would haunt this country,” added independent Senator Angus King.

And U.S. intelligence officials warned of a cascading global impact if the additional aid for Ukraine fails to materialize.

""The consequence of that will not just be for Ukraine or for European security but across the Indo-Pacific,” said the CIA’s Burns. “If we're seen to be walking away from Ukraine, not only is that going to feed doubts amongst our allies and partners in the Indo-Pacific, it's going to stoke the ambitions of the Chinese leadership in contingencies ranging from Taiwan to the South China Sea.""

The intelligence officials said while China remains wary, for now, it has been emboldened by Russia.

In particular, the intelligence officials said Russia was forced to grant China some long-sought concessions in exchange for support for Moscow’s war against Ukraine.

Iran and North Korea have likewise benefited, they said, warning the impact remains to be seen.

The changing dynamics have ""the potential to undermine, among other things, long-held nonproliferation norms,"" Haines said.

But she added that while Russia, China, Iran and North Korea are growing closer, the prospects for a true alliance are, for now, remote.

“Parochial interests, a desire to avoid entanglements, and weariness of harm and instability from each other's actions will likely limit their cooperation … absent direct conflict between one of these countries and the United States,” Haines said.

Israel – Gaza

The U.S. intelligence officials also addressed concerns about the ongoing conflict in Gaza, where Israeli forces continue to pursue fighters of the Hamas terror group despite warnings from the United Nations and aid groups about the devastating impact on civilians.

""We're going to continue to work hard at this — I don't think anybody can guarantee success,"" the CIA’s Burns told lawmakers when asked about ongoing efforts to get a temporary cease-fire.

Burn recently traveled to the Middle East to meet with officials from Israel, Egypt and Qatar.

He said the deal currently under consideration would provide for the return of about 40 Israeli hostages still held by Hamas, most of them wounded or ill women or older men, in exchange for a six-week-long cease-fire that would allow the U.S. and its allies to surge in desperately needed aid.

“I understand Israel's need, and the president [Joe Biden] has emphasized this, to respond to the brutish attack that Israelis suffered on the 7th of October [by Hamas],” Burns told Republican Senator Tom Cotton.

“But I think we all also have to be mindful of the, you know, enormous toll that this has taken on innocent civilians in Gaza,” he added.

Gaza fallout

Haines further warned lawmakers that the crisis in Gaza has “galvanized violence by a range of actors,” and that it “is likely that the Gaza conflict will have a generational impact on terrorism.""

But Haines said for now, Iran and its Lebanese proxy, Hezbollah, appear reluctant to try to push too hard to manipulate the fighting for their benefit.

""We continue to assess that Hezbollah and Iran do not want to cause an escalation of the conflict that pulls us or them into a full-out war,"" she said.

Still, Haines acknowledged other Iranian-linked groups, like the Houthis in Yemen, have become “aggressive actors,” launching dozens of attacks on international shipping.",Jeff Seldin,"USA, Europe, Ukraine, Gaza, U.S. intelligence, russia, ukraine, Israel, China, avril haines",2024-03-12,CONTROL_International_Womens_Strike_2017_2024,single,True,0,"In, The, To"
https://www.voanews.com/a/us-carries-out-strikes-on-houthi-missiles-after-latest-red-sea-attack/7523834.html,Voice Of America,US Carries Out Strikes on Houthi Missiles After Latest Red Sea Attack,"U.S. forces carried out airstrikes Monday against an underwater drone and 18 anti-ship missiles in the latest response to operations by the Yemen-based Houthi militant group that have threatened Red Sea shipping lanes.

The U.S. Central Command (CENTCOM) reported the six strikes came hours after the Iran-backed Houthis fired two anti-ship ballistic missiles at the Liberian-flagged, Singaporean-owned container ship Pinocchio.

CENTCOM said the missiles did not hit the ship, and that there were no reported injuries.

The United Kingdom Maritime Trade Operations said the ship was about 130 kilometers southwest of Saleef, Yemen, at the time of the attack.

Houthi military spokesman Yahya Sarea claimed responsibility for the attacks, which the Houthis have said are being carried out in solidarity with the Palestinians in Gaza amid Israel’s war against Hamas.

Sarea said Monday the Houthi campaign would escalate during the Muslim holy month of Ramadan.

Some information for this report came from The Associated Press, Agence France-Presse and Reuters",VOA News,"Middle East, Yemen, red sea, houthi, United States, Red Sea shipping",2024-03-12,CONTROL_International_Womens_Strike_2017_2024,single,True,0,"In, The, To"
